Orders.Ship Mode,Orders.Segment,Orders.Sub-Category,Sum(Orders.Profit),Sum(Orders.Quantity),Sum(Orders.Discount),Sum(Orders.Sales),
Same Day,Consumer,Tables,-709.1798999999999,44,3.3,5455.589,"5455.589,55140.770000000004,60596.359000000004"
Same Day,Corporate,Copiers,839.9860000000001,5,0.2,2399.96,"2399.96,0,2399.96"
Same Day,Corporate,Phones,136.77350000000013,19,1.4,4004.678,"4004.678,21154.054000000004,25158.732000000004"
Same Day,Corporate,Accessories,461.4578999999999,30,0.6000000000000001,1989.3380000000002,"1989.3380000000002,2399.96,4389.298000000001"
Same Day,Corporate,Paper,192.8368,35,0.8,476.84400000000005,"476.84400000000005,17451.447,17928.291"
Same Day,Corporate,Binders,146.34969999999993,49,5.3999999999999995,1623.9330000000002,"1623.9330000000002,18463.545000000002,20087.478000000003"
Same Day,Corporate,Chairs,349.27449999999953,49,1.9000000000000004,7496.351000000001,"7496.351000000001,6565.410000000001,14061.761000000002"
Same Day,Corporate,Storage,314.06110000000007,57,1,2345.7659999999996,"2345.7659999999996,14061.761000000002,16407.527000000002"
Same Day,Corporate,Appliances,363.823,25,0.7000000000000001,2176.112,"2176.112,4389.298000000001,6565.410000000001"
Same Day,Corporate,Furnishings,146.31019999999995,39,0.8,1066.5760000000002,"1066.5760000000002,20087.478000000003,21154.054000000004"
Same Day,Corporate,Envelopes,52.697599999999994,10,0,114.56,"114.56,25158.732000000004,25273.292000000005"
Same Day,Corporate,Art,187.28540000000004,27,0.4,535.2539999999999,"535.2539999999999,17928.291,18463.545000000002"
Same Day,Corporate,Labels,17.5036,10,0,37.48,"37.48,25606.142000000003,25643.622000000003"
Same Day,Corporate,Machines,-1444.8526999999995,18,1.4,15941.547,"15941.547,29179.776000000005,45121.323000000004"
Same Day,Corporate,Fasteners,11.319999999999997,10,0.2,33.7,"33.7,25643.622000000003,25677.322000000004"
Same Day,Corporate,Supplies,36.400199999999984,14,0.2,332.85,"332.85,25273.292000000005,25606.142000000003"
Same Day,Corporate,Bookcases,271.41920000000005,4,0,1043.92,"1043.92,16407.527000000002,17451.447"
Same Day,Corporate,Tables,-264.50419999999997,35,1.4,3502.4539999999997,"3502.4539999999997,25677.322000000004,29179.776000000005"
Same Day,Home Office,Copiers,585.9894,4,0.4,1759.968,"1759.968,8186.510000000001,9946.478000000001"
Same Day,Home Office,Phones,723.1156,39,1.5999999999999999,3825.178000000001,"3825.178000000001,4361.332,8186.510000000001"
Same Day,Home Office,Accessories,887.1976,21,0.6000000000000001,2333.114,"2333.114,2028.2179999999998,4361.332"
Same Day,Home Office,Paper,958.0793000000001,100,1.4,2028.2179999999998,"2028.2179999999998,0,2028.2179999999998"
Same Day,Home Office,Binders,40.1747,49,5.199999999999999,305.07,"305.07,20582.533,20887.603"
Same Day,Home Office,Chairs,188.9670999999997,28,2.1,3703.5860000000002,"3703.5860000000002,14605.136,18308.722"
Same Day,Home Office,Storage,382.8369999999999,18,0.2,2053.472,"2053.472,9946.478000000001,11999.95"
Same Day,Home Office,Appliances,-77.60860000000014,11,1,841.8660000000001,"841.8660000000001,21117.272999999997,21959.139"
Same Day,Home Office,Furnishings,127.11899999999999,28,0.6000000000000001,530.332,"530.332,18308.722,18839.054"
Same Day,Home Office,Envelopes,108.5274,9,0,228.34,"228.34,18839.054,19067.394"
Same Day,Home Office,Art,24.3442,27,0.6000000000000001,137.69,"137.69,20887.603,21025.292999999998"
Same Day,Home Office,Labels,71.2456,17,0.2,151.094,"151.094,20431.439,20582.533"
Same Day,Home Office,Machines,218.57940000000002,8,0.5,2605.186,"2605.186,11999.95,14605.136"
Same Day,Home Office,Fasteners,0.30240000000000045,8,0,15.12,"15.12,21102.153,21117.272999999997"
Same Day,Home Office,Supplies,20.302199999999992,7,0,76.86,"76.86,21025.292999999998,21102.153"
Same Day,Home Office,Bookcases,95.9778,13,0.5,1364.045,"1364.045,19067.394,20431.439"
Same Day,Home Office,Tables,-155.73840000000004,6,0.8,686.3040000000001,"686.3040000000001,21959.139,22645.443"
Second Class,Consumer,Copiers,3433.9333,29,1.7999999999999998,11139.770000000002,"11139.770000000002,31086.63399999999,42226.403999999995"
Second Class,Consumer,Phones,4266.2632,318,14.000000000000009,31086.63399999999,"31086.63399999999,0,31086.63399999999"
Second Class,Consumer,Accessories,3353.403499999998,332,7.0000000000000036,16620.21,"16620.21,56322.394,72942.60399999999"
Second Class,Consumer,Paper,3159.595500000002,587,10.399999999999995,7128.5880000000025,"7128.5880000000025,72942.60399999999,80071.192"
Second Class,Consumer,Binders,2475.871700000003,539,43.79999999999993,15382.644000000002,"15382.644000000002,119109.96599999999,134492.61"
Second Class,Consumer,Chairs,2680.5810999999994,269,11.600000000000005,39038.77399999999,"39038.77399999999,80071.192,119109.96599999999"
Second Class,Consumer,Storage,2094.0141000000003,342,5.200000000000002,19402.746,"19402.746,134492.61,153895.35599999997"
Second Class,Consumer,Appliances,705.7446000000006,152,7.599999999999999,10762.093999999997,"10762.093999999997,165206.69799999997,175968.79199999996"
Second Class,Consumer,Furnishings,1267.9009000000008,350,14.199999999999996,8185.067999999999,"8185.067999999999,153895.35599999997,162080.42399999997"
Second Class,Consumer,Envelopes,451.63269999999994,89,2.4,1057.5319999999997,"1057.5319999999997,177331.08199999997,178388.61399999997"
Second Class,Consumer,Art,802.6697,324,5.8000000000000025,3126.2739999999994,"3126.2739999999994,162080.42399999997,165206.69799999997"
Second Class,Consumer,Labels,618.3243000000001,124,1.4,1362.2899999999995,"1362.2899999999995,175968.79199999996,177331.08199999997"
Second Class,Consumer,Machines,3376.5764999999988,18,0.8,14095.990000000002,"14095.990000000002,42226.403999999995,56322.394"
Second Class,Consumer,Fasteners,107.11529999999999,85,1.4,271.34999999999997,"271.34999999999997,178388.61399999997,178659.96399999998"
Second Class,Consumer,Supplies,-662.0500000000002,66,2.1999999999999997,13263.609999999999,"13263.609999999999,178659.96399999998,191923.57399999996"
Second Class,Consumer,Bookcases,-954.3445000000004,93,6.210000000000001,11808.5941,"11808.5941,191923.57399999996,203732.16809999995"
Second Class,Consumer,Tables,-2230.3206999999998,156,9.350000000000003,27766.781499999997,"27766.781499999997,203732.16809999995,231498.94959999993"
Second Class,Corporate,Copiers,2999.946,13,0.6000000000000001,6759.878000000001,"6759.878000000001,12319.979999999998,19079.858"
Second Class,Corporate,Phones,2072.1325999999995,194,8.800000000000004,16146.538,"16146.538,74346.582,90493.12"
Second Class,Corporate,Accessories,3149.8453999999992,193,3.600000000000001,12319.979999999998,"12319.979999999998,0,12319.979999999998"
Second Class,Corporate,Paper,1949.4214000000004,290,5.000000000000002,4465.814,"4465.814,90493.12,94958.934"
Second Class,Corporate,Binders,503.29669999999953,342,27.6,4829.197000000001,"4829.197000000001,98377.118,103206.315"
Second Class,Corporate,Chairs,2989.6936000000005,141,6.399999999999999,22681.153000000002,"22681.153000000002,19079.858,41761.011"
Second Class,Corporate,Storage,2792.384,233,3.0000000000000004,22247.614000000005,"22247.614000000005,41761.011,64008.625"
Second Class,Corporate,Appliances,2576.5246999999995,125,4.499999999999999,10337.956999999999,"10337.956999999999,64008.625,74346.582"
Second Class,Corporate,Furnishings,418.59360000000004,175,7.199999999999998,4547.130000000001,"4547.130000000001,103206.315,107753.445"
Second Class,Corporate,Envelopes,708.7653999999999,78,0.2,1512.604,"1512.604,96864.514,98377.118"
Second Class,Corporate,Art,289.656,177,3.0000000000000004,1303.7740000000001,"1303.7740000000001,107753.445,109057.21900000001"
Second Class,Corporate,Labels,814.6824,105,1.9999999999999998,1905.5799999999992,"1905.5799999999992,94958.934,96864.514"
Second Class,Corporate,Machines,-1401.9372000000005,18,2.5999999999999996,6686.165999999999,"6686.165999999999,132891.6508,139577.8168"
Second Class,Corporate,Fasteners,34.5665,60,1.5999999999999999,149.812,"149.812,125115.02900000001,125264.84100000001"
Second Class,Corporate,Supplies,139.82509999999982,74,1.4,16057.809999999998,"16057.809999999998,109057.21900000001,125115.02900000001"
Second Class,Corporate,Bookcases,-199.29260000000028,53,2.59,7626.8098,"7626.8098,125264.84100000001,132891.6508"
Second Class,Corporate,Tables,-1612.3905000000002,46,3.9999999999999996,6548.222000000001,"6548.222000000001,139577.8168,146126.0388"
Second Class,Home Office,Copiers,449.991,2,0,999.98,"999.98,71985.476,72985.45599999999"
Second Class,Home Office,Phones,2039.2395999999999,146,5.000000000000002,16022.055999999999,"16022.055999999999,21175.345,37197.401"
Second Class,Home Office,Accessories,2230.4218999999994,104,2.1999999999999997,8632.796,"8632.796,12542.549000000003,21175.345"
Second Class,Home Office,Paper,2458.0118999999995,245,4.800000000000002,5639.048,"5639.048,6903.501000000002,12542.549000000003"
Second Class,Home Office,Binders,2482.1736,140,9.200000000000001,6903.501000000002,"6903.501000000002,0,6903.501000000002"
Second Class,Home Office,Chairs,1095.9752999999992,79,3.499999999999999,13152.130999999998,"13152.130999999998,42635.589,55787.72"
Second Class,Home Office,Storage,547.9151000000002,95,1,6819.012000000001,"6819.012000000001,55787.72,62606.732"
Second Class,Home Office,Appliances,1624.4263999999998,47,1.7000000000000002,5438.187999999999,"5438.187999999999,37197.401,42635.589"
Second Class,Home Office,Furnishings,122.21810000000004,123,5.799999999999999,2683.8079999999995,"2683.8079999999995,78408.79099999998,81092.59899999999"
Second Class,Home Office,Envelopes,120.0054,19,0.4,277.472,"277.472,81092.59899999999,81370.07099999998"
Second Class,Home Office,Art,206.80320000000003,84,2.1999999999999997,839.982,"839.982,72985.45599999999,73825.438"
Second Class,Home Office,Labels,33.781400000000005,23,0.6000000000000001,84.664,"84.664,81370.07099999998,81454.73499999999"
Second Class,Home Office,Machines,182.3906,7,1.3,1711.5439999999999,"1711.5439999999999,73825.438,75536.98199999999"
Second Class,Home Office,Fasteners,16.348,23,0.4,56.855999999999995,"56.855999999999995,81511.72499999999,81568.58099999999"
Second Class,Home Office,Supplies,16.662499999999994,12,0,56.989999999999995,"56.989999999999995,81454.73499999999,81511.72499999999"
Second Class,Home Office,Bookcases,125.61579999999994,29,1,2871.8089999999997,"2871.8089999999997,75536.98199999999,78408.79099999998"
Second Class,Home Office,Tables,522.0312999999996,55,1.7999999999999998,9378.743999999999,"9378.743999999999,62606.732,71985.476"
Standard Class,Consumer,Copiers,12107.828699999996,65,3.5999999999999996,36999.477999999996,"36999.477999999996,187782.5300000001,224782.0080000001"
Standard Class,Consumer,Phones,14654.5674,1046,42.399999999999885,105857.95000000008,"105857.95000000008,0,105857.95000000008"
Standard Class,Consumer,Accessories,11017.6144,875,20.999999999999982,46837.854,"46837.854,224782.0080000001,271619.8620000001"
Standard Class,Consumer,Paper,9328.405599999995,1502,28.199999999999932,21924.87799999997,"21924.87799999997,271619.8620000001,293544.74000000005"
Standard Class,Consumer,Binders,13880.399300000001,1889,187.00000000000117,81924.58000000002,"81924.58000000002,105857.95000000008,187782.5300000001"
Standard Class,Consumer,Chairs,8376.879099999998,725,34.10000000000002,99553.99799999993,"99553.99799999993,293544.74000000005,393098.738"
Standard Class,Consumer,Storage,3630.9941999999987,964,21.999999999999954,66338.92800000004,"66338.92800000004,423359.702,489698.63"
Standard Class,Consumer,Appliances,3152.1661999999997,562,29.90000000000002,29034.920999999984,"29034.920999999984,489698.63,518733.551"
Standard Class,Consumer,Furnishings,5298.543300000002,1075,37.60000000000003,30260.963999999985,"30260.963999999985,393098.738,423359.702"
Standard Class,Consumer,Envelopes,2153.0063999999998,268,6.800000000000003,5176.2379999999985,"5176.2379999999985,518733.551,523909.789"
Standard Class,Consumer,Art,2022.4376999999984,1005,20.59999999999996,8530.116000000002,"8530.116000000002,523909.789,532439.905"
Standard Class,Consumer,Labels,1840.2156999999982,417,5.600000000000002,3932.195999999998,"3932.195999999998,532439.905,536372.101"
Standard Class,Consumer,Machines,764.2285999999924,168,9.600000000000001,57407.68100000001,"57407.68100000001,536372.101,593779.782"
Standard Class,Consumer,Fasteners,372.5876,302,5.200000000000002,1151.468,"1151.468,593779.782,594931.25"
Standard Class,Consumer,Supplies,-1110.4024000000002,236,5.8000000000000025,10404.919999999998,"10404.919999999998,594931.25,605336.17"
Standard Class,Consumer,Bookcases,-3133.123000000003,313,16.74000000000001,47280.931899999996,"47280.931899999996,605336.17,652617.1019"
Standard Class,Consumer,Tables,-6432.2998000000025,340,25.050000000000004,57519.96950000001,"57519.96950000001,652617.1019,710137.0714"
Standard Class,Corporate,Copiers,13116.893699999995,38,1.4,32159.669999999995,"32159.669999999995,0,32159.669999999995"
Standard Class,Corporate,Phones,7324.1906000000035,636,27.399999999999935,56235.79799999999,"56235.79799999999,61070.48199999999,117306.27999999997"
Standard Class,Corporate,Accessories,7796.0143,521,7.800000000000002,28910.811999999994,"28910.811999999994,32159.669999999995,61070.48199999999"
Standard Class,Corporate,Paper,6221.272099999997,943,20.19999999999996,14450.918000000005,"14450.918000000005,117306.27999999997,131757.19799999997"
Standard Class,Corporate,Binders,4593.090799999998,1144,110.30000000000004,37257.42000000005,"37257.42000000005,186391.56499999994,223648.985"
Standard Class,Corporate,Chairs,4932.754099999999,428,17.700000000000006,54634.366999999984,"54634.366999999984,131757.19799999997,186391.56499999994"
Standard Class,Corporate,Storage,4569.041999999998,554,11.99999999999999,44382.616,"44382.616,223648.985,268031.60099999997"
Standard Class,Corporate,Appliances,3411.9904999999994,328,17.000000000000007,18880.465999999993,"18880.465999999993,268031.60099999997,286912.067"
Standard Class,Corporate,Furnishings,2301.767899999999,686,23.400000000000013,15306.185999999992,"15306.185999999992,286912.067,302218.25299999997"
Standard Class,Corporate,Envelopes,1566.555399999999,201,4.400000000000001,3664.086,"3664.086,325912.344,329576.43"
Standard Class,Corporate,Art,1392.7179000000003,550,9.399999999999999,6056.165999999999,"6056.165999999999,329576.43,335632.596"
Standard Class,Corporate,Labels,718.7916,214,5.400000000000002,1690.256,"1690.256,335632.596,337322.852"
Standard Class,Corporate,Machines,1881.3136999999997,74,5.300000000000002,23694.091000000004,"23694.091000000004,302218.25299999997,325912.344"
Standard Class,Corporate,Fasteners,151.98549999999997,160,4.200000000000001,444.72800000000007,"444.72800000000007,356726.15260000003,357170.88060000003"
Standard Class,Corporate,Supplies,171.1627,93,1.5999999999999999,1783.93,"1783.93,354942.22260000004,356726.15260000003"
Standard Class,Corporate,Bookcases,648.4583999999999,137,7.690000000000001,17619.3706,"17619.3706,337322.852,354942.22260000004"
Standard Class,Corporate,Tables,-3327.1945000000005,287,19.050000000000004,51869.65449999999,"51869.65449999999,357170.88060000003,409040.53510000004"
Standard Class,Home Office,Copiers,6129.897999999999,26,0.4,14539.756000000001,"14539.756000000001,0,14539.756000000001"
Standard Class,Home Office,Phones,3974.5926,305,14.200000000000008,35053.973999999995,"35053.973999999995,32594.505999999998,67648.48"
Standard Class,Home Office,Accessories,4615.232099999997,324,6.200000000000001,18054.749999999996,"18054.749999999996,14539.756000000001,32594.505999999998"
Standard Class,Home Office,Paper,3929.140800000001,539,10.999999999999993,8784.465999999997,"8784.465999999997,67648.48,76432.946"
Standard Class,Home Office,Binders,1018.5066000000052,744,64.89999999999995,15138.073000000002,"15138.073000000002,159756.48299999998,174894.55599999998"
Standard Class,Home Office,Chairs,2733.4247000000005,219,9.2,30022.49199999999,"30022.49199999999,105962.154,135984.64599999998"
Standard Class,Home Office,Storage,3652.0172000000007,333,6.400000000000003,29529.208000000002,"29529.208000000002,76432.946,105962.154"
Standard Class,Home Office,Appliances,2031.6341999999995,185,5.499999999999999,11081.918999999996,"11081.918999999996,135984.64599999998,147066.56499999997"
Standard Class,Home Office,Furnishings,1158.4614999999972,425,14.399999999999999,12689.918,"12689.918,147066.56499999997,159756.48299999998"
Standard Class,Home Office,Envelopes,613.8004999999998,79,1.9999999999999998,1434.5380000000002,"1434.5380000000002,177249.47199999998,178684.00999999998"
Standard Class,Home Office,Art,659.7094,313,5.000000000000002,2354.9159999999997,"2354.9159999999997,174894.55599999998,177249.47199999998"
Standard Class,Home Office,Labels,470.1792,199,4.200000000000001,1108.8979999999992,"1108.8979999999992,178684.00999999998,179792.90799999997"
Standard Class,Home Office,Machines,-253.08710000000391,44,3.3000000000000003,38691.221000000005,"38691.221000000005,184909.87799999994,223601.09899999993"
Standard Class,Home Office,Fasteners,93.72200000000002,125,1.9999999999999998,452.7159999999999,"452.7159999999999,179792.90799999997,180245.62399999995"
Standard Class,Home Office,Supplies,63.65619999999996,58,1.5999999999999999,1027.6740000000002,"1027.6740000000002,180245.62399999995,181273.29799999995"
Standard Class,Home Office,Bookcases,-46.438200000000165,37,1.9900000000000002,3636.58,"3636.58,181273.29799999995,184909.87799999994"
Standard Class,Home Office,Tables,-2150.5179000000003,96,7.300000000000001,15437.037499999993,"15437.037499999993,223601.09899999993,239038.13649999994"
