Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Order Date.Variation.Date Hierarchy.Quarter,Orders.Order Date.Variation.Date Hierarchy.Month,Orders.Order Date.Variation.Date Hierarchy.Day,Sum(Orders.Discount),Sum(Orders.Profit),Sum(Orders.Quantity),Sum(Orders.Sales),
2014,Qtr 2,April,2,0.4,407.39619999999996,29,1458.5580000000002,"1458.5580000000002,103724.12299999998,105182.68099999998"
2014,Qtr 2,April,8,1.2000000000000002,359.84810000000004,27,1958.75,"1958.75,105182.68099999998,107141.43099999998"
2014,Qtr 2,April,12,0.7500000000000001,152.65809999999996,35,1912.123,"1912.123,107141.43099999998,109053.55399999999"
2014,Qtr 2,April,22,0.2,124.78689999999999,11,257.752,"257.752,109053.55399999999,109311.30599999998"
2014,Qtr 2,April,25,0.8,332.86710000000005,21,2379.9939999999997,"2379.9939999999997,109311.30599999998,111691.29999999999"
2014,Qtr 2,April,29,0.4,101.68139999999991,16,768.844,"768.844,111691.29999999999,112460.14399999999"
2014,Qtr 2,May,3,0.4,28.862399999999997,13,72.632,"72.632,112460.144,112532.776"
2014,Qtr 2,May,4,0.4,58.5624,25,187.43200000000002,"187.43200000000002,112532.776,112720.208"
2014,Qtr 2,May,5,0.5,34.51309999999998,15,260.977,"260.977,112720.208,112981.185"
2014,Qtr 2,May,6,0.2,85.7158,16,254.456,"254.456,112981.185,113235.641"
2014,Qtr 2,May,7,0.3,215.8138,12,1091.35,"1091.35,113235.641,114326.99100000001"
2014,Qtr 2,May,9,0,95.17360000000001,25,394.47999999999996,"394.47999999999996,114326.99100000001,114721.471"
2014,Qtr 2,May,10,1.3,57.82599999999999,34,2343.7990000000004,"2343.7990000000004,114721.471,117065.27"
2014,Qtr 2,May,11,2.5,-289.6088,32,1642.8019999999997,"1642.8019999999997,117065.27,118708.072"
2014,Qtr 2,May,13,1.1,-242.28369999999995,23,898.3820000000001,"898.3820000000001,118708.072,119606.454"
2014,Qtr 2,May,14,0.2,23.31599999999999,2,310.88000000000005,"310.88000000000005,119606.454,119917.334"
2014,Qtr 2,May,16,0.2,20.85000000000001,8,289.28,"289.28,119917.334,120206.614"
2014,Qtr 2,May,18,1,-158.00399999999996,10,948.9480000000001,"948.9480000000001,120206.614,121155.562"
2014,Qtr 2,May,19,0,35.6472,14,91.62,"91.62,121155.562,121247.182"
2014,Qtr 2,May,20,1.2000000000000002,62.05810000000001,32,320.104,"320.104,121247.182,121567.28600000001"
2014,Qtr 2,May,21,1.5000000000000002,1719.5086999999999,46,4264.328,"4264.328,121567.28600000001,125831.614"
2014,Qtr 2,May,23,1.5,58.050200000000004,23,323.758,"323.758,125831.614,126155.372"
2014,Qtr 2,May,26,1.45,130.50859999999997,21,1325.718,"1325.718,126155.372,127481.09"
2014,Qtr 2,May,27,1.2000000000000002,111.54079999999993,33,2157.3940000000002,"2157.3940000000002,127481.09,129638.484"
2014,Qtr 2,May,28,0.4,59.30879999999999,14,221.96800000000002,"221.96800000000002,129638.484,129860.45199999999"
2014,Qtr 2,May,30,1.1,222.03579999999988,27,1924.9130000000002,"1924.9130000000002,129860.45199999999,131785.365"
2014,Qtr 2,May,31,0,230.97269999999995,6,773.7,"773.7,131785.365,132559.065"
2014,Qtr 2,May,2,0.4,91.95719999999999,5,506.12000000000006,"506.12000000000006,132559.065,133065.185"
2014,Qtr 2,May,8,0.4,239.9960000000001,5,1799.9699999999998,"1799.9699999999998,133065.185,134865.155"
2014,Qtr 2,May,12,0.3,-119.22550000000001,10,734.846,"734.846,134865.155,135600.001"
2014,Qtr 2,May,17,0,45.839999999999996,3,91.67999999999999,"91.67999999999999,135600.001,135691.68099999998"
2014,Qtr 2,May,22,0,46.581,3,180.93,"180.93,135691.68099999998,135872.61099999998"
2014,Qtr 2,May,24,0,56.977199999999996,3,116.28,"116.28,135872.61099999998,135988.89099999997"
2014,Qtr 2,May,25,1.4,-183.78380000000004,6,119.53999999999999,"119.53999999999999,135988.89099999997,136108.43099999998"
2014,Qtr 2,June,3,1,96.10859999999997,22,741.336,"741.336,136108.43099999998,136849.767"
2014,Qtr 2,June,4,0.4,-6.493200000000022,12,456.272,"456.272,136849.767,137306.039"
2014,Qtr 2,June,6,2.6999999999999997,-265.23670000000016,34,1374.0010000000002,"1374.0010000000002,137306.039,138680.03999999998"
2014,Qtr 2,June,7,1.3,-230.33159999999998,6,281.397,"281.397,138680.03999999998,138961.43699999998"
2014,Qtr 2,June,9,1.4,629.0288999999998,66,5463.008000000001,"5463.008000000001,138961.43699999998,144424.44499999998"
2014,Qtr 2,June,10,0,240.8595,5,491.55,"491.55,144424.44499999998,144915.99499999997"
2014,Qtr 2,June,13,0,4.7916,3,14.52,"14.52,144915.99499999997,144930.51499999996"
2014,Qtr 2,June,14,0,57.4938,3,212.94,"212.94,144930.51499999996,145143.45499999996"
2014,Qtr 2,June,15,1.6,-78.241,11,942.9739999999999,"942.9739999999999,145143.45499999996,146086.42899999995"
2014,Qtr 2,June,16,0.2,76.68759999999993,20,763.792,"763.792,146086.42899999995,146850.22099999993"
2014,Qtr 2,June,18,0.2,12.232500000000009,5,139.8,"139.8,146850.22099999993,146990.02099999992"
2014,Qtr 2,June,20,2.32,-62.959399999999995,32,1828.9496,"1828.9496,146990.02099999992,148818.9705999999"
2014,Qtr 2,June,21,3.6000000000000005,849.4221,56,4107.443000000001,"4107.443000000001,148818.9705999999,152926.4135999999"
2014,Qtr 2,June,23,0.6000000000000001,3.180299999999999,13,109.49600000000001,"109.49600000000001,152926.4135999999,153035.90959999993"
2014,Qtr 2,June,27,0,76.10520000000002,10,616.14,"616.14,153035.90959999993,153652.04959999994"
2014,Qtr 2,June,28,2.1,109.76199999999999,24,1645.791,"1645.791,153652.04959999994,155297.84059999994"
2014,Qtr 2,June,30,1.2,249.55719999999997,38,739.624,"739.624,155297.84059999994,156037.46459999995"
2014,Qtr 2,June,1,0.1,1576.7509,55,5188.52,"5188.52,156037.46459999995,161225.98459999994"
2014,Qtr 2,June,2,0.2,218.36079999999998,16,738.598,"738.598,161225.98459999994,161964.58259999994"
2014,Qtr 2,June,8,0.6000000000000001,193.3649999999999,14,2501.264,"2501.264,161964.58259999994,164465.84659999993"
2014,Qtr 2,June,17,0.4,1126.6297,16,3418.5020000000004,"3418.5020000000004,164465.84659999993,167884.34859999994"
2014,Qtr 2,June,22,1.9,40.214700000000015,26,1975.4979999999998,"1975.4979999999998,167884.34859999994,169859.84659999993"
2014,Qtr 2,June,24,0.2,0.9611999999999998,2,4.272,"4.272,169859.84659999993,169864.11859999993"
2014,Qtr 2,June,25,0.8,49.71719999999997,22,792.76,"792.76,169864.11859999993,170656.87859999994"
2014,Qtr 2,June,29,0.4,8.557499999999997,10,46.67999999999999,"46.67999999999999,170656.87859999994,170703.55859999993"
2014,Qtr 3,July,4,0.4,83.94479999999999,14,247.40800000000002,"247.40800000000002,170703.5586,170950.96659999999"
2014,Qtr 3,July,5,1.9,182.79359999999997,41,1444.104,"1444.104,170950.96659999999,172395.07059999998"
2014,Qtr 3,July,6,0.4,222.8455,3,1038.4720000000002,"1038.4720000000002,172395.07059999998,173433.5426"
2014,Qtr 3,July,7,0.5,-34.65980000000001,4,241.194,"241.194,173433.5426,173674.73659999997"
2014,Qtr 3,July,9,0.9500000000000001,57.20779999999999,30,265.521,"265.521,173674.73659999997,173940.25759999998"
2014,Qtr 3,July,11,0.6000000000000001,537.7298,43,2187.206,"2187.206,173940.25759999998,176127.4636"
2014,Qtr 3,July,13,0.2,4.390199999999979,3,351.216,"351.216,176127.4636,176478.67959999997"
2014,Qtr 3,July,14,2.4,-31.10140000000002,27,292.594,"292.594,176478.67959999997,176771.2736"
2014,Qtr 3,July,15,0,3.988200000000001,6,9.510000000000002,"9.510000000000002,176771.2736,176780.7836"
2014,Qtr 3,July,18,0.4,-21.39479999999999,6,273.04,"273.04,176780.7836,177053.8236"
2014,Qtr 3,July,19,0.5,103.20620000000002,8,461.326,"461.326,177053.8236,177515.1496"
2014,Qtr 3,July,20,2.4,162.1880999999999,44,2285.7859999999996,"2285.7859999999996,177515.1496,179800.9356"
2014,Qtr 3,July,21,2.5,34.12600000000006,24,1961.482,"1961.482,179800.9356,181762.4176"
2014,Qtr 3,July,23,1.7,267.48439999999994,43,2613.184,"2613.184,181762.4176,184375.6016"
2014,Qtr 3,July,26,4.6,-3570.971000000002,76,5039.994,"5039.994,184375.6016,189415.5956"
2014,Qtr 3,July,27,0,70.31220000000002,15,580.06,"580.06,189415.5956,189995.6556"
2014,Qtr 3,July,28,0.6000000000000001,34.69839999999999,18,193.152,"193.152,189995.6556,190188.8076"
2014,Qtr 3,July,30,0,259.8896,8,1367.84,"1367.84,190188.8076,191556.6476"
2014,Qtr 3,July,1,1.1,75.33319999999998,13,601.0239999999999,"601.0239999999999,191556.6476,192157.6716"
2014,Qtr 3,July,2,0,22.150800000000004,3,79.56,"79.56,192157.6716,192237.2316"
2014,Qtr 3,July,8,0.5,-8.442000000000066,10,763.0740000000001,"763.0740000000001,192237.2316,193000.3056"
2014,Qtr 3,July,12,2.3,88.45439999999991,58,1960.012,"1960.012,193000.3056,194960.31759999998"
2014,Qtr 3,July,22,0.6000000000000001,229.8348,31,1348.344,"1348.344,194960.31759999998,196308.6616"
2014,Qtr 3,July,25,0,384.50839999999965,22,8341.289999999999,"8341.289999999999,196308.6616,204649.9516"
2014,Qtr 3,August,3,0.9,-76.7149,20,477.994,"477.994,204649.9516,205127.9456"
2014,Qtr 3,August,4,0.4,833.4829000000001,51,2743.1540000000005,"2743.1540000000005,205127.9456,207871.09960000002"
2014,Qtr 3,August,5,0.5,504.1059,37,2408.7239999999997,"2408.7239999999997,207871.09960000002,210279.8236"
2014,Qtr 3,August,6,0,106.6392,5,262.89,"262.89,210279.8236,210542.71360000002"
2014,Qtr 3,August,9,1.9,700.8937999999998,35,3605.685,"3605.685,210542.71360000002,214148.39860000001"
2014,Qtr 3,August,11,0,45.6444,5,451.62,"451.62,214148.39860000001,214600.0186"
2014,Qtr 3,August,15,1.8,118.18259999999994,38,842.782,"842.782,214600.0186,215442.80060000002"
2014,Qtr 3,August,16,0.4,-227.49120000000016,6,853.0919999999999,"853.0919999999999,215442.80060000002,216295.89260000002"
2014,Qtr 3,August,19,1.3,175.46190000000004,29,1439.106,"1439.106,216295.89260000002,217734.99860000002"
2014,Qtr 3,August,20,0.3,569.8904999999997,18,1838.722,"1838.722,217734.99860000002,219573.72060000003"
2014,Qtr 3,August,23,1.4,160.40159999999997,44,565.224,"565.224,219573.72060000003,220138.94460000002"
2014,Qtr 3,August,26,0,92.08890000000001,22,366.80999999999995,"366.80999999999995,220138.94460000002,220505.75460000001"
2014,Qtr 3,August,27,0.4,513.7322999999999,23,2070.1299999999997,"2070.1299999999997,220505.75460000001,222575.88460000002"
2014,Qtr 3,August,30,0,21.485,8,121.24,"121.24,222575.88460000002,222697.1246"
2014,Qtr 3,August,31,0,18.50399999999999,9,92.52,"92.52,222697.1246,222789.6446"
2014,Qtr 3,August,1,1.2,66.475,15,228.32800000000003,"228.32800000000003,222789.6446,223017.9726"
2014,Qtr 3,August,2,0,248.02760000000006,9,886.2800000000001,"886.2800000000001,223017.9726,223904.2526"
2014,Qtr 3,August,8,1.1,1129.1342,55,3955.629,"3955.629,223904.2526,227859.8816"
2014,Qtr 3,August,12,1.4,357.593,61,1832.38,"1832.38,227859.8816,229692.2616"
2014,Qtr 3,August,17,0.2,193.18359999999996,23,500.342,"500.342,229692.2616,230192.6036"
2014,Qtr 3,August,22,0.4,4.8787,6,23.104,"23.104,230192.6036,230215.7076"
2014,Qtr 3,August,24,0.4,20.133200000000002,10,59.739999999999995,"59.739999999999995,230215.7076,230275.44759999998"
2014,Qtr 3,August,25,4.699999999999999,118.84229999999997,67,1451.6500000000005,"1451.6500000000005,230275.44759999998,231727.09759999998"
2014,Qtr 3,August,29,1.3499999999999999,-376.46949999999987,13,832.3225000000001,"832.3225000000001,231727.09759999998,232559.4201"
2014,Qtr 3,September,3,0.8,-4.4639999999999995,10,22.08,"22.08,232559.42010000002,232581.5001"
2014,Qtr 3,September,5,0.4,21.822999999999997,4,296.304,"296.304,232581.5001,232877.8041"
2014,Qtr 3,September,6,0,39.630799999999994,14,100.36,"100.36,232877.8041,232978.1641"
2014,Qtr 3,September,7,5.2,-481.2462999999999,78,3523.8749999999995,"3523.8749999999995,232978.1641,236502.0391"
2014,Qtr 3,September,9,2.1,16.361599999999854,56,4043.588,"4043.588,236502.0391,240545.62709999998"
2014,Qtr 3,September,10,0.4,259.62080000000003,23,1855.228,"1855.228,240545.62709999998,242400.8551"
2014,Qtr 3,September,11,0,21.751499999999986,3,127.94999999999999,"127.94999999999999,242400.8551,242528.8051"
2014,Qtr 3,September,13,2.3,243.82370000000003,53,1275.408,"1275.408,242528.8051,243804.2131"
2014,Qtr 3,September,14,3.6,1530.7599000000002,77,5023.7159999999985,"5023.7159999999985,243804.2131,248827.92909999998"
2014,Qtr 3,September,15,0.2,30.1722,9,133.43599999999998,"133.43599999999998,248827.92909999998,248961.36509999997"
2014,Qtr 3,September,16,0.2,12.581999999999999,1,33.552,"33.552,248961.36509999997,248994.91709999996"
2014,Qtr 3,September,19,2.1,-1539.1441000000011,38,9338.636999999999,"9338.636999999999,248994.91709999996,258333.55409999995"
2014,Qtr 3,September,20,1.7000000000000002,670.1013999999998,63,5335.968,"5335.968,258333.55409999995,263669.52209999994"
2014,Qtr 3,September,21,2.1,877.4456999999999,55,2679.652,"2679.652,263669.52209999994,266349.17409999995"
2014,Qtr 3,September,23,0.9500000000000001,4808.5975,48,10662.337000000001,"10662.337000000001,266349.17409999995,277011.51109999995"
2014,Qtr 3,September,26,3.3,230.7266,49,1480.6139999999998,"1480.6139999999998,277011.51109999995,278492.12509999995"
2014,Qtr 3,September,27,0.2,123.10640000000001,10,773.4399999999999,"773.4399999999999,278492.12509999995,279265.56509999995"
2014,Qtr 3,September,28,0.6000000000000001,64.36859999999997,17,490.29200000000003,"490.29200000000003,279265.56509999995,279755.85709999996"
2014,Qtr 3,September,30,0.8,119.4905,26,987.5320000000002,"987.5320000000002,279755.85709999996,280743.3891"
2014,Qtr 3,September,1,1.2000000000000002,85.94020000000002,17,469.43600000000004,"469.43600000000004,280743.3891,281212.82509999996"
2014,Qtr 3,September,2,0.8,916.2511999999998,28,3254.15,"3254.15,281212.82509999996,284466.9751"
2014,Qtr 3,September,8,4.3,-1452.6877000000027,112,14228.427999999998,"14228.427999999998,284466.9751,298695.4031"
2014,Qtr 3,September,12,2.2,600.8836000000001,39,4904.66,"4904.66,298695.4031,303600.06309999997"
2014,Qtr 3,September,17,3,233.52869999999993,53,820.5230000000001,"820.5230000000001,303600.06309999997,304420.58609999996"
2014,Qtr 3,September,22,0.7000000000000001,87.47569999999996,24,1240.266,"1240.266,304420.58609999996,305660.85209999996"
2014,Qtr 3,September,24,0,8.478399999999993,4,211.96,"211.96,305660.85209999996,305872.8121"
2014,Qtr 3,September,25,1.7200000000000002,-87.55940000000004,16,354.88879999999995,"354.88879999999995,305872.8121,306227.7009"
2014,Qtr 3,September,29,2,890.2808999999994,73,8109.069999999999,"8109.069999999999,306227.7009,314336.7709"
2014,Qtr 4,October,3,3.6999999999999997,-65.42790000000007,37,862.6829999999999,"862.6829999999999,314336.7709,315199.4539"
2014,Qtr 4,October,4,0.30000000000000004,45.07089999999994,16,728.748,"728.748,315199.4539,315928.20190000004"
2014,Qtr 4,October,5,0.2,46.48299999999999,7,191.9,"191.9,315928.20190000004,316120.10190000007"
2014,Qtr 4,October,6,0.2,50.039500000000004,12,494.71,"494.71,316120.10190000007,316614.8119000001"
2014,Qtr 4,October,7,0.4,31.85600000000001,15,237.35999999999999,"237.35999999999999,316614.8119000001,316852.1719000001"
2014,Qtr 4,October,9,0.4,70.00429999999997,6,249.36,"249.36,316852.1719000001,317101.53190000006"
2014,Qtr 4,October,10,3.8,169.9526,42,2049.3860000000004,"2049.3860000000004,317101.53190000006,319150.91790000006"
2014,Qtr 4,October,11,0.6000000000000001,110.6137999999999,33,1381.164,"1381.164,319150.91790000006,320532.08190000005"
2014,Qtr 4,October,13,0.2,454.1032999999999,35,2212.182,"2212.182,320532.08190000005,322744.2639"
2014,Qtr 4,October,14,2.2,1059.3592,57,4525.4839999999995,"4525.4839999999995,322744.2639,327269.7479"
2014,Qtr 4,October,15,0.7,-0.9321000000000002,5,206.724,"206.724,327269.7479,327476.4719"
2014,Qtr 4,October,16,0.2,91.40880000000001,6,194.322,"194.322,327476.4719,327670.7939"
2014,Qtr 4,October,18,0.8,606.1102,39,3134.916,"3134.916,327670.7939,330805.7099"
2014,Qtr 4,October,19,0.8,124.54770000000002,27,641.1039999999999,"641.1039999999999,330805.7099,331446.8139"
2014,Qtr 4,October,20,2.2,-65.98380000000004,20,1501.1039999999998,"1501.1039999999998,331446.8139,332947.9179"
2014,Qtr 4,October,21,0.8,26.062299999999937,20,1356.602,"1356.602,332947.9179,334304.5199"
2014,Qtr 4,October,26,0.2,41.59200000000001,9,447.88000000000005,"447.88000000000005,334304.5199,334752.3999"
2014,Qtr 4,October,27,0.4,7.6626,5,22.320000000000004,"22.320000000000004,334752.3999,334774.7199"
2014,Qtr 4,October,28,0.35,93.42820000000002,19,1510.5819999999999,"1510.5819999999999,334774.7199,336285.3019"
2014,Qtr 4,October,31,1.7000000000000002,-48.1075000000003,83,5362.026,"5362.026,336285.3019,341647.32790000003"
2014,Qtr 4,October,1,0,0,1,4.71,"4.71,341647.32790000003,341652.03790000005"
2014,Qtr 4,October,2,1.4,133.76319999999998,18,598.1440000000001,"598.1440000000001,341652.03790000005,342250.1819"
2014,Qtr 4,October,8,0.2,60.751799999999996,7,147.392,"147.392,342250.1819,342397.5739"
2014,Qtr 4,October,12,0.2,12.877099999999997,8,58.53,"58.53,342397.5739,342456.10390000005"
2014,Qtr 4,October,17,1.6,-36.83800000000003,10,136.068,"136.068,342456.10390000005,342592.1719000001"
2014,Qtr 4,October,22,0.2,23.303199999999983,8,223.808,"223.808,342592.1719000001,342815.9799000001"
